feedback_id,visit_date,store_code,customer_name,customer_email,user_category,product_looking_for,reason_for_non_purchase,ground_truth_topic
1060,2026-03-22,X5,Anjali Anderson,anjali.anderson8@gmail.com,Everyday Wear,Ear Rings,The ear rings I liked wasn't available in medium drops.,Size Unavailable
1061,2026-03-18,X6,Harper Smith,harper.smith44@outlook.com,Birthday,Anklets,"My family wanted a paayal with ghungroo design in anklets, but the available designs were very limited. Specifically for office-going women use.",Design Unavailable
1062,2026-02-19,X6,Ishita Patel,ishita.patel82@icloud.com,Teen-age Girls,Necklace,I wasn't fully convinced about the finish quality on the necklace I tried.,Quality Concerns
1063,2026-03-25,X2,Emma Mehta,emma.mehta11@icloud.com,Babies,Ear Rings,I wasn't fully convinced about the finish quality on the ear rings I tried.,Quality Concerns
1064,2026-05-02,X3,Noah Nair,noah.nair93@outlook.com,Babies,Necklace,Was hoping to find a pendant set style in necklace. Nothing matched what I had in mind.,Design Unavailable
1065,2026-04-23,X6,Aditi Sharma,aditi.sharma82@gmail.com,Teen-age Girls,Ear Rings,Asked if the ear rings can be customized with engraving; was told no. It was for office-going women.,Customization Not Offered
1066,2026-04-27,X3,Sneha Johnson,sneha.johnson82@hotmail.com,Teen-age Girls,Ear Rings,"Prices on ear rings were higher than I expected, I had a budget of below 1 lakh.",Price Too High
1067,2026-04-16,X2,Anjali Iyer,anjali.iyer83@hotmail.com,Babies,Necklace,The necklace I liked was way over my budget. I was hoping for something under 25k.,Price Too High
1068,2026-04-28,X5,Aditi Smith,aditi.smith57@hotmail.com,Everyday Wear,Ear Rings,Wanted the ear rings in white gold but only yellow gold was available. It was for everyday wear.,Color/Finish Mismatch
1069,2026-03-15,X4,Riya Wilson,riya.wilson83@yahoo.com,Wedding,Bangles,"Looking for a under 15g for daily wear bangles, but in-store stock was much heavier.",Weight Concerns
1070,2026-05-06,X4,Lucas Anderson,lucas.anderson1@hotmail.com,Teen-age Girls,Finger Rings,Needed size 12 for finger rings but staff said it's out of stock right now. Specifically for everyday wear use.,Size Unavailable
1071,2026-05-02,X4,Noah Patel,noah.patel86@gmail.com,Wedding,Finger Rings,Needed size 12 for finger rings but staff said it's out of stock right now. It was for teen-age girls.,Size Unavailable
1072,2026-02-16,X5,Emma Anderson,emma.anderson79@gmail.com,Wedding,Necklace,Wanted a slight design change on the necklace; staff said customization is not possible right now. It was for babies.,Customization Not Offered
1073,2026-04-19,X6,Arjun Iyer,arjun.iyer65@icloud.com,Wedding,Finger Rings,The polish/finishing on the finger rings looked uneven to me.,Quality Concerns
1074,2026-04-20,X5,Arjun Anderson,arjun.anderson77@outlook.com,Babies,Finger Rings,Need to consult my husband/parents before deciding on the finger rings. It was for wedding.,Others
1075,2026-04-20,X5,Ava Mehta,ava.mehta41@gmail.com,Birthday,Ear Rings,Wanted the ear rings in white gold but only yellow gold was available. It was for everyday wear.,Color/Finish Mismatch
1076,2026-02-21,X5,Harper Khan,harper.khan70@icloud.com,Teen-age Girls,Necklace,I wanted something around 12g but the necklace options shown were heavier.,Weight Concerns
1077,2026-05-05,X5,Lucas Davis,lucas.davis90@gmail.com,Birthday,Ear Rings,Was told the ear rings model is sold out and would take 3-4 weeks to restock.,Stock Unavailable
1078,2026-04-21,X5,Tara Johnson,tara.johnson70@gmail.com,Babies,Ear Rings,Wanted the ear rings in rose gold but only yellow gold was available.,Color/Finish Mismatch
1079,2026-03-09,X5,Vikram Wilson,vikram.wilson88@icloud.com,Babies,Anklets,Was told the anklets model is sold out and would take 3-4 weeks to restock.,Stock Unavailable
1080,2026-03-02,X3,Meera Verma,meera.verma67@gmail.com,Office-going Women,Necklace,"Prices on necklace were higher than I expected, I had a budget of under 50k.",Price Too High
1081,2026-04-13,X4,Rohit Nair,rohit.nair26@hotmail.com,Birthday,Finger Rings,The finger rings I liked wasn't available in size 8. Specifically for everyday wear use.,Size Unavailable
1082,2026-02-11,X2,Priya Khan,priya.khan2@yahoo.com,Babies,Ear Rings,Saw the exact ear rings I wanted in the catalogue but it's not in the store currently.,Stock Unavailable
1083,2026-04-17,X5,Rohit Smith,rohit.smith19@hotmail.com,Everyday Wear,Bangles,Needed size 2.4 for bangles but staff said it's out of stock right now. Specifically for babies use.,Size Unavailable
1084,2026-03-23,X3,Harper Patel,harper.patel63@hotmail.com,Everyday Wear,Anklets,The anklets I liked was way over my budget. I was hoping for something under 25k. Specifically for babies use.,Price Too High
1085,2026-04-23,X5,Vikram Iyer,vikram.iyer10@hotmail.com,Everyday Wear,Necklace,Asked if the necklace can be customized with engraving; was told no.,Customization Not Offered
1086,2026-04-29,X5,Liam Taylor,liam.taylor18@icloud.com,Teen-age Girls,Anklets,"Looking for a around 12g anklets, but in-store stock was much heavier.",Weight Concerns
1087,2026-02-23,X1,Priya Verma,priya.verma96@hotmail.com,Office-going Women,Finger Rings,Needed size 12 for finger rings but staff said it's out of stock right now.,Size Unavailable
1088,2026-02-11,X2,Aarav Khan,aarav.khan86@gmail.com,Wedding,Necklace,Found a beautiful necklace but it crossed my under 10k budget by a lot. Specifically for wedding use.,Price Too High
1089,2026-04-28,X4,Pooja Khan,pooja.khan23@yahoo.com,Everyday Wear,Finger Rings,The finger rings I liked wasn't available in size 12. It was for wedding.,Size Unavailable
1090,2026-02-14,X5,Pooja Nair,pooja.nair74@gmail.com,Office-going Women,Bangles,The hallmark and purity details on the bangles were not clearly communicated.,Quality Concerns
1091,2026-03-14,X1,Tara Reddy,tara.reddy18@hotmail.com,Babies,Finger Rings,The finger rings I liked wasn't available in size 12.,Size Unavailable
1092,2026-04-22,X4,Sophia Nair,sophia.nair49@yahoo.com,Everyday Wear,Necklace,I came specifically looking for a minimalist necklace but the store didn't have it. The piece was meant for birthday.,Design Unavailable
1093,2026-04-04,X2,Sanjana Anderson,sanjana.anderson34@hotmail.com,Office-going Women,Ear Rings,The ear rings I wanted to buy is completely out of stock at the moment. It was for teen-age girls.,Stock Unavailable
1094,2026-02-17,X3,Zoe Khan,zoe.khan82@gmail.com,Babies,Necklace,Saw a choker design online and wanted the same in necklace here. Not available. Specifically for birthday use.,Design Unavailable
1095,2026-03-06,X4,Zoe Iyer,zoe.iyer75@icloud.com,Wedding,Finger Rings,Wanted the finger rings in rose gold but only yellow gold was available.,Color/Finish Mismatch
1096,2026-03-31,X2,Sophia Nair,sophia.nair66@gmail.com,Babies,Finger Rings,The finger rings I liked was way over my budget. I was hoping for something under 10k.,Price Too High
1097,2026-04-05,X3,Arjun Wilson,arjun.wilson59@icloud.com,Everyday Wear,Necklace,"My family wanted a minimalist design in necklace, but the available designs were very limited.",Design Unavailable
1098,2026-03-04,X2,Liam Taylor,liam.taylor88@hotmail.com,Babies,Anklets,The polish/finishing on the anklets looked uneven to me.,Quality Concerns
1099,2026-04-22,X3,Olivia Mehta,olivia.mehta44@hotmail.com,Babies,Finger Rings,I wanted something under 15g for daily wear but the finger rings options shown were heavier. The piece was meant for everyday wear.,Weight Concerns
1100,2026-02-27,X4,Lily Anderson,lily.anderson6@gmail.com,Everyday Wear,Anklets,The hallmark and purity details on the anklets were not clearly communicated.,Quality Concerns
1101,2026-02-12,X6,Sophia Khan,sophia.khan17@yahoo.com,Birthday,Finger Rings,The polish/finishing on the finger rings looked uneven to me. Specifically for everyday wear use.,Quality Concerns
1102,2026-03-26,X5,Zoe Smith,zoe.smith59@gmail.com,Birthday,Ear Rings,Was looking for a yellow gold finish on ear rings; could not find a matching piece.,Color/Finish Mismatch
1103,2026-05-06,X6,Charlotte Smith,charlotte.smith49@outlook.com,Birthday,Ear Rings,Found a beautiful ear rings but it crossed my under 10k budget by a lot.,Price Too High
1104,2026-04-02,X5,Priya Reddy,priya.reddy73@outlook.com,Birthday,Necklace,Saw the exact necklace I wanted in the catalogue but it's not in the store currently.,Stock Unavailable
1105,2026-02-13,X5,Arjun Smith,arjun.smith67@gmail.com,Everyday Wear,Anklets,Asked if the anklets can be customized with engraving; was told no.,Customization Not Offered
1106,2026-05-04,X4,Aarav Anderson,aarav.anderson39@icloud.com,Teen-age Girls,Finger Rings,Looking for adjustable in finger rings. The sizes available didn't fit. The piece was meant for babies.,Size Unavailable
1107,2026-04-25,X3,Zoe Iyer,zoe.iyer65@gmail.com,Office-going Women,Anklets,My daughter needed 10 inch anklets; could not find the right size. Specifically for office-going women use.,Size Unavailable
1108,2026-03-16,X5,Arjun Reddy,arjun.reddy56@hotmail.com,Office-going Women,Finger Rings,The hallmark and purity details on the finger rings were not clearly communicated. Specifically for teen-age girls use.,Quality Concerns
1109,2026-04-27,X3,Ava Patel,ava.patel48@gmail.com,Teen-age Girls,Necklace,The necklace I wanted to buy is completely out of stock at the moment.,Stock Unavailable
1110,2026-05-09,X5,Arjun Mehta,arjun.mehta59@yahoo.com,Birthday,Ear Rings,Looking for medium drops in ear rings. The sizes available didn't fit.,Size Unavailable
1111,2026-03-13,X4,Liam Iyer,liam.iyer84@hotmail.com,Birthday,Finger Rings,The finger rings I liked wasn't available in size 12. It was for babies.,Size Unavailable
1112,2026-03-08,X3,Pooja Khan,pooja.khan29@yahoo.com,Babies,Bangles,"Prices on bangles were higher than I expected, I had a budget of under 10k.",Price Too High
1113,2026-03-18,X4,Riya Wilson,riya.wilson87@yahoo.com,Babies,Anklets,I came specifically looking for a paayal with ghungroo anklets but the store didn't have it. It was for everyday wear.,Design Unavailable
1114,2026-02-17,X5,Tara Anderson,tara.anderson98@hotmail.com,Babies,Necklace,Asked if the necklace can be customized with engraving; was told no. Specifically for babies use.,Customization Not Offered
1115,2026-05-06,X1,Riya Sharma,riya.sharma32@hotmail.com,Teen-age Girls,Bangles,I wanted something under 15g for daily wear but the bangles options shown were heavier.,Weight Concerns
1116,2026-04-26,X1,Lucas Verma,lucas.verma67@yahoo.com,Teen-age Girls,Bangles,I wanted something around 12g but the bangles options shown were heavier. It was for birthday.,Weight Concerns
1117,2026-03-31,X1,Mia Smith,mia.smith15@hotmail.com,Babies,Finger Rings,The polish/finishing on the finger rings looked uneven to me.,Quality Concerns
1118,2026-03-18,X3,Tara Khan,tara.khan40@icloud.com,Everyday Wear,Bangles,"Looking for a around 12g bangles, but in-store stock was much heavier.",Weight Concerns
1119,2026-03-06,X2,Sneha Mehta,sneha.mehta88@hotmail.com,Babies,Finger Rings,I came specifically looking for a solitaire finger rings but the store didn't have it.,Design Unavailable
1120,2026-02-25,X4,Sanjana Sharma,sanjana.sharma74@icloud.com,Birthday,Bangles,"Looking for a around 12g bangles, but in-store stock was much heavier.",Weight Concerns
1121,2026-04-02,X1,Amelia Iyer,amelia.iyer60@hotmail.com,Babies,Anklets,Asked if the anklets can be customized with engraving; was told no. It was for office-going women.,Customization Not Offered
1122,2026-04-08,X1,Lily Khan,lily.khan18@yahoo.com,Everyday Wear,Finger Rings,The finger rings I liked wasn't available in size 12.,Size Unavailable
1123,2026-02-15,X4,Sanjana Smith,sanjana.smith61@gmail.com,Office-going Women,Bangles,I wanted something under 15g for daily wear but the bangles options shown were heavier.,Weight Concerns
1124,2026-04-11,X1,Tara Verma,tara.verma73@gmail.com,Office-going Women,Finger Rings,The finger rings I liked wasn't available in size 6.,Size Unavailable
1125,2026-03-11,X3,Ishita Iyer,ishita.iyer93@icloud.com,Babies,Anklets,Was looking for a yellow gold finish on anklets; could not find a matching piece.,Color/Finish Mismatch
1126,2026-05-11,X2,Ishita Iyer,ishita.iyer40@hotmail.com,Office-going Women,Necklace,Was looking for a yellow gold finish on necklace; could not find a matching piece. It was for babies.,Color/Finish Mismatch
1127,2026-03-09,X6,Ishita Clark,ishita.clark96@icloud.com,Office-going Women,Anklets,Was hoping to find a minimal chain anklet style in anklets. Nothing matched what I had in mind. It was for teen-age girls.,Design Unavailable
1128,2026-04-12,X1,Tara Wilson,tara.wilson53@gmail.com,Teen-age Girls,Necklace,Found a beautiful necklace but it crossed my under 50k budget by a lot.,Price Too High
1129,2026-02-23,X4,Lucas Patel,lucas.patel32@outlook.com,Teen-age Girls,Finger Rings,The finger rings I liked wasn't available in size 12.,Size Unavailable
1130,2026-03-29,X4,Rohit Iyer,rohit.iyer56@gmail.com,Teen-age Girls,Finger Rings,Looking for size 8 in finger rings. The sizes available didn't fit.,Size Unavailable
1131,2026-03-24,X2,Ishita Sharma,ishita.sharma19@gmail.com,Babies,Finger Rings,The polish/finishing on the finger rings looked uneven to me. It was for office-going women.,Quality Concerns
1132,2026-02-27,X1,Arjun Wilson,arjun.wilson25@outlook.com,Wedding,Anklets,The anklets I wanted to buy is completely out of stock at the moment.,Stock Unavailable
1133,2026-02-26,X6,Riya Smith,riya.smith97@gmail.com,Babies,Ear Rings,"Prices on ear rings were higher than I expected, I had a budget of under 25k. It was for office-going women.",Price Too High
1134,2026-03-11,X6,Harper Sharma,harper.sharma21@outlook.com,Teen-age Girls,Bangles,"Prices on bangles were higher than I expected, I had a budget of under 10k.",Price Too High
1135,2026-04-17,X5,Aditi Patel,aditi.patel73@hotmail.com,Everyday Wear,Necklace,Wanted made-to-order in necklace; the lead time of 6-8 weeks didn't work for me. It was for office-going women.,Customization Not Offered
1136,2026-03-12,X1,Rohit Johnson,rohit.johnson90@yahoo.com,Teen-age Girls,Bangles,"Looking for a under 15g for daily wear bangles, but in-store stock was much heavier. It was for babies.",Weight Concerns
1137,2026-03-27,X6,Noah Verma,noah.verma8@hotmail.com,Teen-age Girls,Finger Rings,The polish/finishing on the finger rings looked uneven to me.,Quality Concerns
1138,2026-03-05,X1,Neha Reddy,neha.reddy66@yahoo.com,Teen-age Girls,Finger Rings,My daughter needed size 12 finger rings; could not find the right size.,Size Unavailable
1139,2026-04-03,X4,Vikram Iyer,vikram.iyer99@hotmail.com,Everyday Wear,Finger Rings,The finger rings I liked wasn't available in size 8. It was for babies.,Size Unavailable
1140,2026-03-01,X6,Ava Nair,ava.nair12@hotmail.com,Wedding,Bangles,Asked if the bangles can be customized with engraving; was told no. The piece was meant for wedding.,Customization Not Offered
1141,2026-03-24,X2,Aditi Davis,aditi.davis48@yahoo.com,Everyday Wear,Anklets,I came specifically looking for a double-layer anklet anklets but the store didn't have it. Specifically for everyday wear use.,Design Unavailable
